query_id,explicit_subset,gold_citation,source,gold_in_fused_top200,gold_in_rerank_input,gold_rank_before_rerank,gold_fused_rank,gold_rank_after_rerank,gold_in_final_predictions,gold_drop_stage,is_rule_hit,is_normalization_consistent,is_predicted_family_consistent,is_issue_phrase_hit,not_in_rerank_input_missing
val_008,0,6B_128/2014 E. 5.2.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,6B_1110/2014 E. 2.3,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,BGE 143 IV 63 E. 2.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,BGE 141 IV 132 E. 3.4.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_009,0,Art. 308 Abs. 1 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_009,0,Art. 129 Abs. 3 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_009,0,Art. 285 Abs. 1 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_009,0,Art. 277 Abs. 2 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_009,0,Art. 288 Abs. 1 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_009,0,Art. 291 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_009,0,Art. 292 ZGB,laws,1,1,1,1,221,1,kept_final,0,0,1,1,
val_009,0,Art. 100 Abs. 1 BGG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_009,0,Art. 277 Abs. 1 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_009,0,Art. 286 Abs. 1 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_009,0,Art. 286 Abs. 2 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_009,0,5A_561/2020 E. 5.1.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_009,0,5A_954/2015 E. 3.3,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_009,0,BGE 137 III 193 E. 2.1,court,1,1,30,30,58,0,cut_by_dynamic_threshold,0,0,0,0,
val_010,0,Art. 405 Abs. 1 ZPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_010,0,Art. 300 ZPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_010,0,Art. 397 Abs. 1 OR,laws,1,1,124,124,244,0,cut_by_dynamic_threshold,0,0,1,1,
val_010,0,Art. 100 Abs. 1 OR,laws,1,1,1,1,225,1,kept_final,0,0,1,1,
val_010,0,Art. 100 Abs. 2 OR,laws,1,1,146,146,256,0,cut_by_dynamic_threshold,0,0,1,1,
val_010,0,Art. 101 Abs. 3 OR,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_010,0,Art. 4 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_010,0,Art. 2 Abs. 2 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_010,0,Art. 84 Abs. 1 OR,laws,1,1,99,99,145,0,cut_by_dynamic_threshold,0,0,1,1,
val_010,0,Art. 84 Abs. 2 OR,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_010,0,Art. 67 Abs. 1 SchKG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_010,0,Art. 100 Abs. 1 BGG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_010,0,Art. 176 Abs. 1 ZPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_010,0,Art. 181 Abs. 3 ZPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_010,0,BGE 132 III 449 E. 2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_010,0,BGE 128 III 76 E. 1b,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_010,0,BGE 127 III 147 E. 2c,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_010,0,BGE 134 III 151 E. 2.4,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_010,0,BGE 134 III 151 E. 2.5,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_010,0,BGE 146 III 326 E. 5.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_010,0,BGE 146 III 326 E. 6.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_010,0,4A_379/2016 E. 3.3.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_010,0,4A_42/2015 E. 5.5,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_010,0,4A_42/2015 E. 6.3,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_010,0,4A_42/2015 E. 6.6,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
